previous,age,education,gender,children
No,36,tertiary,Male,1
No,43,tertiary,Male,0
No,71,secondary,Male,2
No,38,unknown,Male,1
No,35,primary,Male,1
No,52,tertiary,Male,0
No,52,secondary,Male,2
No,66,secondary,Male,2
No,39,tertiary,Male,0
No,34,primary,Male,0
No,64,tertiary,Male,0
No,40,unknown,Male,0
No,52,tertiary,Male,0
No,52,secondary,Male,2
No,57,unknown,Male,0
No,30,unknown,Male,1
No,24,tertiary,Male,1
No,50,tertiary,Male,2
No,58,secondary,Male,2
No,62,primary,Male,2
No,55,tertiary,Male,0
No,44,tertiary,Male,0
No,36,tertiary,Male,0
No,49,unknown,Male,2
No,37,unknown,Male,0
No,58,tertiary,Male,0
No,40,unknown,Male,1
No,39,unknown,Male,0
No,56,tertiary,Male,2
No,46,tertiary,Male,0
No,62,unknown,Male,2
No,60,secondary,Male,2
No,51,primary,Male,0
No,57,tertiary,Male,2
No,51,primary,Male,0
No,22,tertiary,Male,0
No,41,tertiary,Male,0
No,56,unknown,Male,0
No,52,unknown,Male,0
No,42,tertiary,Male,2
No,41,tertiary,Male,2
No,45,tertiary,Male,2
No,45,unknown,Male,0
Yes,57,secondary,Male,2
No,53,tertiary,Male,2
No,38,primary,Male,0
No,52,primary,Male,2
No,50,tertiary,Male,2
No,52,secondary,Male,2
No,50,tertiary,Male,2
No,40,unknown,Male,0
No,43,tertiary,Male,0
No,42,secondary,Male,2
No,51,tertiary,Male,2
No,43,primary,Male,0
No,36,tertiary,Male,0
No,40,tertiary,Male,0
No,53,primary,Male,2
No,46,primary,Male,2
No,66,primary,Male,2
No,43,primary,Male,0
No,52,secondary,Male,3
No,55,unknown,Male,2
No,54,secondary,Male,0
No,35,tertiary,Male,0
No,60,tertiary,Male,2
No,33,tertiary,Male,0
No,45,unknown,Male,0
No,63,secondary,Male,3
No,29,tertiary,Male,0
No,38,tertiary,Male,0
No,52,unknown,Male,0
No,70,unknown,Male,0
No,31,primary,Male,1
No,51,tertiary,Male,0
No,63,tertiary,Male,0
No,54,secondary,Male,3
No,67,tertiary,Male,2
No,49,secondary,Male,2
No,46,tertiary,Male,2
No,50,primary,Male,0
No,42,unknown,Male,2
No,38,tertiary,Male,0
No,22,tertiary,Male,1
No,41,primary,Male,0
No,38,secondary,Male,2
No,61,tertiary,Male,0
No,34,primary,Male,1
No,43,primary,Male,0
No,32,secondary,Male,1
No,49,secondary,Male,3
No,39,tertiary,Male,1
No,55,unknown,Male,0
No,64,secondary,Male,2
No,39,secondary,Male,0
No,46,tertiary,Male,2
No,55,primary,Male,2
No,51,secondary,Male,0
No,53,tertiary,Male,2
No,39,tertiary,Male,1
No,59,primary,Male,0
No,33,tertiary,Male,1
No,42,primary,Male,0
No,42,tertiary,Male,2
No,41,tertiary,Male,0
No,36,tertiary,Male,0
No,39,tertiary,Male,1
No,56,unknown,Male,2
No,49,unknown,Male,2
No,48,tertiary,Male,0
No,36,tertiary,Male,1
No,34,unknown,Male,1
No,41,primary,Male,0
No,43,secondary,Male,0
Yes,55,tertiary,Male,0
No,34,tertiary,Male,1
No,53,tertiary,Male,2
No,72,primary,Male,0
No,30,unknown,Male,1
No,54,secondary,Male,2
No,51,unknown,Male,0
No,44,unknown,Male,0
Yes,54,unknown,Male,0
No,33,tertiary,Male,1
Yes,75,tertiary,Male,2
No,59,secondary,Male,2
No,52,tertiary,Male,0
No,39,tertiary,Male,0
No,62,secondary,Male,0
No,40,unknown,Male,1
No,42,secondary,Male,0
No,31,tertiary,Male,0
No,40,secondary,Male,1
Yes,39,tertiary,Male,0
No,52,secondary,Male,2
No,42,tertiary,Male,2
No,38,secondary,Male,1
No,37,tertiary,Male,0
No,60,secondary,Male,0
No,57,tertiary,Male,2
No,53,primary,Male,2
No,46,primary,Male,0
No,39,unknown,Male,1
No,32,secondary,Male,0
No,48,primary,Male,0
No,56,secondary,Male,2
No,51,tertiary,Male,2
No,59,unknown,Male,2
No,38,secondary,Male,2
No,57,tertiary,Male,0
No,46,tertiary,Male,2
No,39,tertiary,Male,0
No,53,tertiary,Male,2
No,59,unknown,Male,2
No,59,secondary,Male,2
No,44,tertiary,Male,2
No,40,unknown,Male,1
No,57,secondary,Male,2
No,45,tertiary,Male,0
No,32,tertiary,Male,1
No,50,unknown,Male,2
No,41,tertiary,Male,2
No,34,tertiary,Male,0
No,65,secondary,Male,3
No,55,tertiary,Male,0
No,54,secondary,Male,2
No,42,unknown,Male,0
No,62,tertiary,Male,2
No,40,tertiary,Male,0
No,46,tertiary,Male,0
No,53,unknown,Male,0
No,53,unknown,Male,0
No,56,secondary,Male,2
No,55,secondary,Male,2
No,54,secondary,Male,2
No,32,tertiary,Male,0
No,54,tertiary,Male,2
No,53,tertiary,Male,0
No,50,secondary,Male,2
No,36,primary,Male,1
No,53,unknown,Male,2
No,38,secondary,Male,1
No,71,tertiary,Male,2
No,55,primary,Male,2
No,31,unknown,Male,1
No,28,primary,Male,0
No,25,secondary,Male,0
No,23,tertiary,Male,0
No,49,unknown,Male,0
No,57,secondary,Male,0
No,27,tertiary,Male,0
No,23,unknown,Male,0
Yes,53,primary,Male,0
No,61,tertiary,Male,0
No,25,secondary,Male,0
No,37,unknown,Male,0
No,53,tertiary,Male,2
No,32,primary,Male,0
No,40,secondary,Male,1
No,50,secondary,Male,1
No,47,unknown,Male,0
No,25,primary,Male,0
No,24,unknown,Male,0
No,26,unknown,Male,0
No,34,tertiary,Male,0
No,45,unknown,Male,0
No,45,tertiary,Male,0
No,33,unknown,Male,0
No,43,tertiary,Male,0
No,39,secondary,Male,0
No,43,secondary,Male,0
No,49,tertiary,Male,0
No,44,tertiary,Male,0
No,42,tertiary,Male,0
No,28,tertiary,Male,0
No,40,secondary,Male,0
No,39,primary,Male,0
No,39,secondary,Male,0
No,23,unknown,Male,0
No,34,tertiary,Male,0
No,49,tertiary,Male,0
No,31,tertiary,Male,0
No,25,unknown,Male,0
No,37,tertiary,Male,0
No,50,primary,Male,0
No,51,tertiary,Male,0
No,40,tertiary,Male,0
No,45,secondary,Male,0
No,36,tertiary,Male,1
No,57,unknown,Male,3
No,36,unknown,Male,0
No,64,unknown,Male,2
No,39,secondary,Male,1
No,39,unknown,Male,1
No,47,primary,Male,0
No,28,tertiary,Male,0
No,60,unknown,Male,0
No,37,secondary,Male,0
No,32,unknown,Male,0
No,22,unknown,Male,0
No,41,primary,Male,1
No,48,primary,Male,0
No,18,tertiary,Male,0
No,39,primary,Male,0
No,43,secondary,Male,0
No,31,secondary,Male,0
No,46,tertiary,Male,0
No,27,secondary,Male,0
No,40,tertiary,Male,0
No,16,tertiary,Male,0
No,23,unknown,Male,0
No,27,unknown,Male,0
No,47,secondary,Male,0
No,29,tertiary,Male,0
No,51,tertiary,Male,0
No,46,tertiary,Male,0
No,34,tertiary,Male,0
No,33,tertiary,Male,0
No,67,tertiary,Male,1
No,28,primary,Male,0
No,36,secondary,Male,0
Yes,44,tertiary,Male,0
No,46,tertiary,Male,0
No,54,primary,Male,0
No,18,tertiary,Male,0
No,27,primary,Male,0
No,27,tertiary,Male,0
No,62,unknown,Male,3
No,53,tertiary,Male,2
No,45,unknown,Male,1
Yes,27,tertiary,Male,0
No,35,secondary,Male,0
No,17,tertiary,Male,0
No,54,secondary,Male,0
No,35,secondary,Male,0
No,35,tertiary,Male,0
No,28,unknown,Male,0
No,40,secondary,Male,1
No,55,secondary,Male,0
No,39,unknown,Male,0
No,36,secondary,Male,0
No,32,secondary,Male,0
No,48,tertiary,Male,0
No,40,primary,Male,0
No,25,primary,Male,1
No,27,secondary,Male,0
No,38,tertiary,Male,1
No,31,primary,Male,1
No,50,unknown,Male,2
No,39,secondary,Male,0
No,48,secondary,Male,0
No,29,tertiary,Male,0
No,34,unknown,Male,0
No,32,secondary,Male,0
No,32,tertiary,Male,0
No,24,unknown,Male,0
No,33,tertiary,Male,0
No,39,primary,Male,0
No,39,unknown,Male,0
No,56,tertiary,Male,0
No,26,unknown,Male,0
Yes,52,tertiary,Male,1
No,36,primary,Male,0
No,34,tertiary,Male,0
No,29,tertiary,Male,0
No,32,tertiary,Male,0
No,40,tertiary,Male,0
No,22,tertiary,Male,0
No,38,primary,Male,0
No,56,secondary,Male,0
No,37,tertiary,Male,0
No,25,primary,Male,0
No,19,tertiary,Male,0
No,38,tertiary,Male,0
No,35,primary,Male,0
No,33,primary,Male,0
No,51,tertiary,Male,0
No,18,unknown,Male,0
No,37,unknown,Male,0
No,33,unknown,Male,1
No,33,tertiary,Male,0
No,40,tertiary,Male,0
No,40,tertiary,Male,1
No,35,secondary,Male,0
No,44,primary,Male,0
No,26,tertiary,Male,0
No,34,tertiary,Male,0
Yes,36,tertiary,Male,0
No,16,secondary,Male,0
No,47,tertiary,Male,0
No,39,tertiary,Male,0
No,45,tertiary,Male,1
No,18,tertiary,Male,0
No,51,secondary,Male,1
No,32,unknown,Male,1
No,45,tertiary,Male,1
No,48,unknown,Male,0
No,42,tertiary,Male,0
No,27,secondary,Male,0
No,37,secondary,Male,1
No,21,tertiary,Male,0
No,18,tertiary,Male,0
No,37,tertiary,Male,1
No,56,tertiary,Male,0
No,51,primary,Male,1
No,35,tertiary,Male,0
No,29,tertiary,Male,0
No,33,unknown,Male,0
No,23,primary,Male,0
No,27,unknown,Male,0
Yes,38,tertiary,Male,0
No,25,tertiary,Male,0
No,48,tertiary,Male,0
No,31,unknown,Male,0
No,48,unknown,Male,2
No,34,unknown,Male,0
No,49,secondary,Male,0
No,46,unknown,Male,1
No,44,tertiary,Male,0
No,38,unknown,Male,3
No,48,secondary,Male,0
No,42,unknown,Male,0
No,45,secondary,Male,0
No,45,primary,Male,0
No,43,tertiary,Male,0
No,38,tertiary,Male,0
No,22,unknown,Male,0
No,32,tertiary,Male,0
No,29,secondary,Male,0
No,39,tertiary,Male,0
No,44,tertiary,Male,0
No,33,unknown,Male,0
No,45,tertiary,Male,0
No,36,unknown,Male,1
No,41,secondary,Male,0
No,54,tertiary,Male,0
No,30,unknown,Male,0
No,21,tertiary,Male,0
No,47,tertiary,Male,0
No,31,primary,Male,0
No,40,tertiary,Male,0
No,31,secondary,Male,0
No,17,tertiary,Male,0
No,51,tertiary,Male,0
No,45,tertiary,Male,0
Yes,33,primary,Male,0
No,43,unknown,Male,0
No,46,tertiary,Male,1
No,45,unknown,Male,4
No,62,tertiary,Male,0
No,31,unknown,Male,0
No,43,tertiary,Male,0
No,36,unknown,Male,0
No,36,secondary,Male,0
No,20,tertiary,Male,0
No,18,tertiary,Male,0
No,46,unknown,Male,1
No,37,primary,Male,0
No,44,tertiary,Male,0
No,31,tertiary,Male,0
No,34,tertiary,Male,0
No,32,secondary,Male,0
No,39,primary,Male,0
No,53,tertiary,Male,0
No,38,tertiary,Male,0
No,14,secondary,Male,0
No,37,tertiary,Male,0
No,53,tertiary,Male,0
No,29,tertiary,Male,0
No,34,secondary,Male,0
No,28,tertiary,Male,0
Yes,38,unknown,Male,1
No,48,tertiary,Male,0
No,51,primary,Male,0
No,32,tertiary,Male,0
No,33,tertiary,Male,0
No,22,primary,Male,0
No,45,primary,Male,0
No,27,tertiary,Male,0
No,35,primary,Male,0
No,58,primary,Male,0
No,29,secondary,Male,0
No,44,secondary,Male,0
No,32,tertiary,Male,0
No,28,primary,Male,0
No,52,tertiary,Male,0
No,31,tertiary,Male,0
No,38,secondary,Male,0
No,35,tertiary,Male,0
No,36,primary,Male,0
No,14,unknown,Male,0
No,37,unknown,Male,0
No,31,primary,Male,0
No,39,unknown,Male,0
No,49,tertiary,Male,0
No,37,primary,Male,0
No,45,tertiary,Male,1
No,41,tertiary,Male,0
No,37,primary,Male,0
No,34,tertiary,Male,0
Yes,41,tertiary,Male,0
No,43,tertiary,Male,0
No,20,primary,Male,0
No,27,unknown,Male,0
No,32,secondary,Male,0
No,53,tertiary,Male,0
No,42,secondary,Male,0
No,21,primary,Male,0
No,27,secondary,Male,0
No,40,tertiary,Male,0
No,31,secondary,Male,0
No,59,unknown,Male,0
No,41,tertiary,Male,0
No,20,secondary,Male,0
No,18,tertiary,Male,0
No,24,primary,Male,0
No,43,secondary,Male,0
Yes,54,tertiary,Male,2
No,43,primary,Male,0
No,37,tertiary,Male,0
No,47,unknown,Male,2
No,36,tertiary,Male,0
No,33,secondary,Male,0
No,38,tertiary,Male,1
No,39,unknown,Male,1
No,43,tertiary,Male,0
No,49,primary,Male,0
No,33,unknown,Male,0
No,32,primary,Male,0
No,41,secondary,Male,0
No,52,tertiary,Male,0
No,40,tertiary,Male,0
No,21,primary,Male,0
No,31,tertiary,Male,0
No,65,unknown,Male,0
No,28,tertiary,Male,0
No,41,primary,Male,0
No,33,secondary,Male,0
No,40,primary,Male,0
No,22,tertiary,Male,0
No,22,tertiary,Male,0
No,31,secondary,Male,0
No,51,secondary,Male,0
No,34,tertiary,Male,0
No,26,tertiary,Male,1
No,27,primary,Male,0
No,15,tertiary,Male,0
No,31,primary,Male,0
No,37,tertiary,Male,0
No,20,tertiary,Male,0
No,33,tertiary,Male,0
No,36,primary,Male,1
No,29,primary,Male,0
No,47,tertiary,Male,0
No,63,unknown,Male,2
No,21,tertiary,Male,0
No,56,tertiary,Male,0
No,15,tertiary,Male,0
No,16,tertiary,Male,0
No,15,tertiary,Male,0
No,39,secondary,Male,1
No,55,primary,Male,0
No,32,tertiary,Male,0
No,60,tertiary,Male,0
No,24,tertiary,Male,0
Yes,28,tertiary,Male,0
No,26,tertiary,Male,0
No,35,tertiary,Male,0
No,28,secondary,Male,0
No,21,secondary,Male,0
No,36,unknown,Male,0
No,31,primary,Male,0
No,28,secondary,Male,0
No,18,primary,Male,0
No,33,secondary,Male,0
No,30,tertiary,Male,0
No,46,secondary,Male,0
No,43,tertiary,Male,0
No,50,secondary,Male,1
No,54,secondary,Male,0
No,49,tertiary,Male,0
No,24,primary,Male,0
No,47,tertiary,Male,0
No,25,tertiary,Male,0
No,52,tertiary,Male,2
No,39,secondary,Male,0
No,45,unknown,Male,0
No,20,primary,Male,1
No,60,tertiary,Male,0
No,36,unknown,Male,0
No,27,primary,Male,0
No,37,unknown,Male,0
No,36,secondary,Male,0
No,40,primary,Male,0
No,37,unknown,Male,0
No,33,tertiary,Male,0
No,19,secondary,Male,0
No,57,primary,Male,0
No,64,secondary,Male,1
No,36,tertiary,Male,0
No,32,primary,Male,0
No,51,unknown,Male,0
No,27,tertiary,Male,0
No,51,tertiary,Male,0
No,67,primary,Male,2
No,53,tertiary,Male,1
No,26,secondary,Male,0
No,21,unknown,Male,0
No,20,primary,Male,0
No,29,secondary,Male,0
Yes,42,secondary,Male,0
No,36,primary,Male,0
No,28,secondary,Male,0
No,27,unknown,Male,0
No,31,tertiary,Male,0
No,33,secondary,Male,0
No,51,secondary,Male,0
No,48,tertiary,Male,1
No,24,tertiary,Male,0
No,37,tertiary,Male,0
No,20,primary,Male,0
Yes,35,secondary,Male,0
No,26,tertiary,Male,0
No,66,tertiary,Male,1
No,23,tertiary,Male,0
No,42,tertiary,Male,0
No,24,unknown,Male,0
No,47,tertiary,Male,0
No,32,tertiary,Male,0
No,40,secondary,Male,0
No,39,unknown,Male,2
No,33,secondary,Male,1
No,43,secondary,Male,1
No,29,secondary,Male,0
No,24,primary,Male,0
No,36,unknown,Male,0
No,47,tertiary,Male,1
No,63,unknown,Male,3
No,38,tertiary,Male,0
No,19,tertiary,Male,0
No,53,unknown,Male,2
No,38,tertiary,Male,0
No,17,tertiary,Male,0
No,34,primary,Male,0
No,28,secondary,Male,0
No,60,tertiary,Male,2
No,18,secondary,Male,0
No,39,tertiary,Male,0
No,34,secondary,Male,0
No,48,unknown,Male,2
No,19,tertiary,Male,0
No,45,secondary,Male,0
No,44,unknown,Male,0
No,22,tertiary,Male,0
No,49,tertiary,Male,1
No,19,unknown,Male,0
No,27,tertiary,Male,0
No,39,secondary,Male,0
No,44,unknown,Male,0
No,26,tertiary,Male,0
No,40,secondary,Male,0
No,42,secondary,Male,0
No,19,primary,Male,0
No,27,unknown,Male,1
Yes,26,unknown,Male,1
No,57,tertiary,Male,3
No,22,tertiary,Male,0
No,46,unknown,Male,1
No,45,primary,Male,3
No,61,tertiary,Male,1
No,24,unknown,Male,0
No,45,unknown,Male,1
No,60,primary,Male,0
Yes,44,tertiary,Male,0
No,61,tertiary,Male,2
No,45,tertiary,Male,2
Yes,28,primary,Male,0
No,41,unknown,Male,2
No,29,secondary,Male,2
No,55,tertiary,Male,2
No,49,tertiary,Male,2
No,21,primary,Male,0
Yes,20,unknown,Male,0
No,31,unknown,Male,0
No,22,primary,Male,0
No,37,secondary,Male,2
No,26,unknown,Male,0
No,54,primary,Male,2
No,45,primary,Male,1
No,20,secondary,Male,0
No,35,primary,Male,0
No,16,primary,Male,0
No,22,tertiary,Male,0
No,39,unknown,Male,0
No,51,secondary,Male,3
No,28,tertiary,Male,0
No,44,tertiary,Male,1
No,41,unknown,Male,0
No,43,tertiary,Male,3
No,62,unknown,Male,2
No,22,secondary,Male,0
No,42,secondary,Male,0
No,50,tertiary,Male,0
No,37,tertiary,Male,1
No,38,unknown,Male,2
No,47,tertiary,Male,1
No,14,unknown,Male,0
No,43,tertiary,Male,3
No,38,primary,Male,0
No,44,primary,Male,3
No,35,tertiary,Male,0
No,59,unknown,Male,0
No,27,primary,Male,0
No,44,secondary,Male,0
No,52,primary,Male,2
No,49,unknown,Male,0
No,39,primary,Male,0
No,16,tertiary,Male,0
No,51,primary,Male,3
No,37,tertiary,Male,0
No,27,primary,Male,1
No,37,unknown,Male,1
No,50,tertiary,Male,2
Yes,53,secondary,Male,0
No,38,tertiary,Male,0
No,28,tertiary,Male,0
No,59,tertiary,Male,3
No,60,tertiary,Male,3
No,31,tertiary,Male,1
No,47,unknown,Male,0
No,23,tertiary,Male,0
No,24,tertiary,Male,0
No,35,secondary,Male,0
No,54,tertiary,Male,2
No,24,secondary,Male,1
No,38,unknown,Male,0
No,14,secondary,Male,0
No,57,tertiary,Male,0
No,63,primary,Male,2
No,29,unknown,Male,2
No,44,secondary,Male,3
No,57,primary,Male,0
No,34,primary,Male,0
No,42,secondary,Male,3
No,48,unknown,Male,0
Yes,51,tertiary,Male,0
No,30,unknown,Male,0
No,57,tertiary,Male,2
No,47,unknown,Male,2
No,40,tertiary,Male,1
No,44,unknown,Male,0
No,45,tertiary,Male,1
No,52,unknown,Male,1
No,52,tertiary,Male,2
No,58,unknown,Male,3
No,27,tertiary,Male,0
No,38,tertiary,Male,0
No,45,secondary,Male,1
No,38,secondary,Male,1
No,39,tertiary,Male,0
No,33,tertiary,Male,0
No,35,secondary,Male,1
No,61,tertiary,Male,1
No,42,tertiary,Male,0
No,36,secondary,Male,1
No,32,primary,Male,0
No,31,tertiary,Male,0
No,38,primary,Male,2
No,45,primary,Male,3
No,34,tertiary,Male,0
No,51,tertiary,Male,3
No,45,tertiary,Male,0
No,56,secondary,Male,3
No,14,tertiary,Male,0
Yes,32,unknown,Male,2
No,47,tertiary,Male,3
No,38,unknown,Male,1
No,40,tertiary,Male,0
No,47,tertiary,Male,0
No,46,tertiary,Male,2
No,38,unknown,Male,0
No,28,primary,Male,0
No,28,unknown,Male,0
No,32,unknown,Male,0
No,39,secondary,Male,0
No,37,tertiary,Male,0
No,53,tertiary,Male,4
No,28,secondary,Male,0
No,47,unknown,Male,2
No,52,secondary,Male,1
No,47,unknown,Male,1
No,17,tertiary,Male,0
No,42,tertiary,Male,1
No,29,tertiary,Male,0
No,35,secondary,Male,0
No,57,primary,Male,0
No,35,unknown,Male,0
No,45,tertiary,Male,2
No,45,unknown,Male,1
No,48,unknown,Male,0
No,52,secondary,Male,1
No,17,unknown,Male,0
No,54,unknown,Male,1
No,41,tertiary,Male,2
No,51,primary,Male,0
No,26,primary,Male,0
No,33,primary,Male,0
No,42,primary,Male,0
No,41,tertiary,Male,1
No,31,unknown,Male,0
No,31,primary,Male,0
No,35,primary,Male,0
No,33,secondary,Male,0
Yes,50,unknown,Male,3
No,19,secondary,Male,0
No,45,primary,Male,0
No,62,primary,Male,2
No,42,tertiary,Male,0
No,42,primary,Male,0
No,51,tertiary,Male,0
No,50,secondary,Male,2
No,14,secondary,Male,0
No,51,tertiary,Male,2
No,44,tertiary,Male,3
No,52,primary,Male,1
No,45,unknown,Male,0
No,30,primary,Male,0
No,49,tertiary,Male,3
No,48,unknown,Male,1
No,43,tertiary,Male,2
No,29,tertiary,Male,0
No,26,secondary,Male,0
No,40,tertiary,Male,0
No,49,primary,Male,2
No,40,tertiary,Male,0
No,22,secondary,Male,0
No,40,primary,Male,0
No,44,primary,Male,0
No,41,secondary,Male,0
No,54,tertiary,Male,1
No,21,unknown,Male,0
No,45,unknown,Male,2
No,52,primary,Male,1
No,23,tertiary,Male,0
No,41,tertiary,Male,0
No,51,tertiary,Male,0
No,52,unknown,Male,0
No,39,secondary,Male,1
No,41,unknown,Male,0
No,40,secondary,Male,0
No,36,unknown,Male,2
No,18,unknown,Male,0
No,45,secondary,Male,0
No,30,primary,Male,0
No,52,unknown,Male,1
No,34,tertiary,Male,0
No,28,primary,Male,1
No,49,primary,Male,2
No,36,tertiary,Male,0
No,15,tertiary,Male,0
No,21,tertiary,Male,0
No,43,unknown,Male,0
No,25,secondary,Male,0
No,72,tertiary,Male,2
No,32,tertiary,Male,0
No,30,tertiary,Male,0
No,59,secondary,Male,2
No,43,primary,Male,3
No,29,tertiary,Male,1
No,30,unknown,Male,0
No,22,tertiary,Male,0
No,27,tertiary,Male,0
No,49,tertiary,Male,1
No,55,secondary,Male,1
No,38,primary,Male,0
No,46,secondary,Male,0
No,45,secondary,Male,0
No,44,secondary,Male,1
No,40,secondary,Male,0
No,31,tertiary,Male,0
No,48,unknown,Male,3
No,36,primary,Male,0
No,33,tertiary,Male,0
No,38,unknown,Male,0
No,16,tertiary,Male,0
No,33,tertiary,Male,0
No,49,tertiary,Male,1
No,35,primary,Male,0
No,49,secondary,Male,2
No,44,unknown,Male,0
No,21,unknown,Male,0
No,26,secondary,Male,0
No,30,primary,Male,0
No,61,unknown,Male,2
No,44,tertiary,Male,3
No,17,secondary,Male,0
No,36,tertiary,Male,1
No,44,primary,Male,0
No,33,primary,Male,0
No,35,secondary,Male,1
Yes,49,unknown,Male,1
No,54,tertiary,Male,3
No,47,secondary,Male,3
No,22,tertiary,Male,0
No,49,tertiary,Male,2
Yes,48,tertiary,Male,2
No,41,unknown,Male,2
No,37,tertiary,Male,0
No,68,tertiary,Male,2
No,46,primary,Male,0
No,48,tertiary,Male,0
No,51,tertiary,Male,1
No,59,tertiary,Male,3
No,41,unknown,Male,0
No,31,secondary,Male,0
No,33,primary,Male,0
No,60,unknown,Male,2
No,35,tertiary,Male,1
No,20,tertiary,Male,0
No,37,unknown,Male,0
No,28,tertiary,Male,0
No,35,primary,Male,0
No,51,primary,Male,2
No,53,tertiary,Male,0
No,62,tertiary,Male,3
No,30,secondary,Male,0
No,33,tertiary,Male,0
No,26,unknown,Male,1
No,42,secondary,Male,2
No,27,secondary,Male,0
No,29,unknown,Male,0
No,40,unknown,Male,1
No,19,primary,Male,0
No,51,unknown,Male,0
No,29,primary,Male,0
No,40,tertiary,Male,0
No,67,tertiary,Male,2
No,30,secondary,Male,0
No,60,secondary,Male,1
No,31,tertiary,Male,0
No,36,primary,Male,0
No,26,tertiary,Male,0
No,48,secondary,Male,1
No,51,unknown,Male,0
No,59,unknown,Male,2
No,22,unknown,Male,3
No,18,unknown,Male,0
No,24,tertiary,Male,0
No,37,tertiary,Male,0
No,29,primary,Male,0
No,40,tertiary,Male,0
Yes,52,primary,Male,0
No,49,secondary,Male,3
No,29,primary,Male,0
No,31,secondary,Male,0
No,41,tertiary,Male,0
No,34,unknown,Male,1
No,36,tertiary,Male,0
No,54,tertiary,Male,0
No,42,secondary,Male,1
No,40,tertiary,Male,1
No,43,secondary,Male,1
No,61,tertiary,Male,1
No,44,primary,Male,1
No,35,tertiary,Male,0
No,61,tertiary,Male,1
No,31,secondary,Male,0
No,37,unknown,Male,0
No,19,primary,Male,0
No,29,tertiary,Male,0
No,43,primary,Male,0
No,54,primary,Male,2
No,27,secondary,Male,0
No,54,unknown,Male,1
No,51,unknown,Male,0
No,41,tertiary,Male,0
No,26,tertiary,Male,0
No,31,primary,Male,0
No,43,primary,Male,0
No,53,secondary,Male,0
No,18,primary,Male,0
No,32,tertiary,Male,0
No,40,unknown,Male,0
No,46,tertiary,Male,1
No,29,unknown,Male,0
No,49,secondary,Male,0
No,49,secondary,Male,1
No,20,unknown,Male,0
No,41,unknown,Male,3
No,38,secondary,Male,0
No,46,unknown,Male,0
No,30,secondary,Male,0
No,42,secondary,Male,0
No,37,unknown,Male,1
No,32,secondary,Male,0
No,49,tertiary,Male,0
No,41,unknown,Male,1
No,38,tertiary,Male,1
No,58,secondary,Male,2
No,20,tertiary,Male,0
No,45,tertiary,Male,3
No,32,tertiary,Male,1
No,47,unknown,Male,0
No,30,tertiary,Male,0
No,41,secondary,Male,0
No,31,primary,Male,0
No,38,tertiary,Male,3
No,46,tertiary,Male,1
No,19,secondary,Male,0
No,57,secondary,Male,2
No,57,primary,Male,0
No,54,tertiary,Male,0
No,54,tertiary,Male,1
No,45,unknown,Male,0
No,27,tertiary,Male,0
No,41,secondary,Male,0
Yes,43,tertiary,Male,0
No,35,unknown,Male,0
No,25,tertiary,Male,0
No,27,secondary,Male,0
No,29,secondary,Male,1
No,32,tertiary,Male,0
No,50,unknown,Male,0
No,58,tertiary,Male,0
No,64,tertiary,Male,3
No,49,unknown,Male,3
No,49,secondary,Male,2
No,39,tertiary,Male,1
No,42,tertiary,Male,0
No,26,primary,Male,0
No,48,tertiary,Male,1
No,32,tertiary,Male,2
No,38,tertiary,Male,0
No,43,primary,Male,2
No,35,unknown,Male,0
No,25,unknown,Male,1
No,27,tertiary,Male,0
No,39,tertiary,Male,0
No,40,secondary,Male,0
No,54,unknown,Male,1
No,44,tertiary,Male,0
No,35,tertiary,Male,0
No,38,tertiary,Male,0
No,36,tertiary,Male,1
No,34,secondary,Male,1
No,37,primary,Male,0
No,20,tertiary,Male,0
No,47,unknown,Male,0
No,49,unknown,Male,1
No,39,tertiary,Male,0
No,32,tertiary,Male,0
No,27,tertiary,Male,0
No,55,tertiary,Male,0
No,29,primary,Male,0
No,43,tertiary,Male,0
No,47,secondary,Male,1
No,42,primary,Male,1
No,33,tertiary,Male,0
No,34,unknown,Male,0
No,53,tertiary,Male,1
No,43,unknown,Male,0
No,50,tertiary,Male,0
No,31,unknown,Male,0
No,68,secondary,Male,1
No,36,primary,Male,0
No,37,secondary,Male,0
No,39,tertiary,Male,0
No,27,secondary,Male,0
No,31,secondary,Male,0
No,31,unknown,Male,0
No,58,tertiary,Male,2
No,41,tertiary,Male,0
Yes,28,secondary,Male,0
No,43,tertiary,Male,3
No,25,primary,Male,1
No,53,tertiary,Male,4
No,34,tertiary,Male,0
No,54,secondary,Male,4
No,43,secondary,Male,0
No,45,tertiary,Male,2
No,55,tertiary,Male,2
No,47,secondary,Male,3
No,46,tertiary,Male,2
No,52,unknown,Male,2
No,54,unknown,Male,3
No,48,tertiary,Male,3
No,52,unknown,Male,2
No,47,tertiary,Male,0
No,42,unknown,Male,0
No,29,tertiary,Male,1
No,44,unknown,Male,2
No,38,unknown,Male,0
No,48,tertiary,Male,3
No,60,secondary,Male,3
No,48,tertiary,Male,2
No,39,unknown,Male,1
No,62,primary,Male,2
No,49,primary,Male,2
No,30,tertiary,Male,1
No,36,primary,Male,1
No,63,primary,Male,3
No,46,tertiary,Male,3
No,38,tertiary,Male,1
No,38,tertiary,Male,0
No,34,tertiary,Male,1
No,29,tertiary,Male,1
No,26,primary,Male,0
No,42,tertiary,Male,3
No,46,tertiary,Male,3
No,46,unknown,Male,2
